Model,MSO4102B-L
Firmware Version,3.20

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,1
Horizontal Delay,0
Sample Interval,0.0001
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.02
Vertical Position,-3.02
,
,
,
Label,
TIME,CH1
-8.387000e-01,0.0428
-8.386000e-01,0.0436
-8.385000e-01,0.042
-8.384000e-01,0.042
-8.383000e-01,0.0444
-8.382000e-01,0.0452
-8.381000e-01,0.0444
-8.380000e-01,0.0444
-8.379000e-01,0.0436
-8.378000e-01,0.046
-8.377000e-01,0.0468
-8.376000e-01,0.0476
-8.375000e-01,0.0452
-8.374000e-01,0.0476
-8.373000e-01,0.0476
-8.372000e-01,0.0484
-8.371000e-01,0.0484
-8.370000e-01,0.0492
-8.369000e-01,0.0492
-8.368000e-01,0.05
-8.367000e-01,0.05
-8.366000e-01,0.0492
-8.365000e-01,0.0508
-8.364000e-01,0.0508
-8.363000e-01,0.0516
-8.362000e-01,0.0532
-8.361000e-01,0.05
-8.360000e-01,0.0508
-8.359000e-01,0.0532
-8.358000e-01,0.0524
-8.357000e-01,0.0524
-8.356000e-01,0.0516
-8.355000e-01,0.0532
-8.354000e-01,0.054
-8.353000e-01,0.0532
-8.352000e-01,0.0524
-8.351000e-01,0.054
-8.350000e-01,0.0556
-8.349000e-01,0.054
-8.348000e-01,0.054
-8.347000e-01,0.054
-8.346000e-01,0.0532
-8.345000e-01,0.054
-8.344000e-01,0.0548
-8.343000e-01,0.0548
-8.342000e-01,0.0548
-8.341000e-01,0.0548
-8.340000e-01,0.0564
-8.339000e-01,0.0564
-8.338000e-01,0.0548
-8.337000e-01,0.0556
-8.336000e-01,0.0564
-8.335000e-01,0.0556
-8.334000e-01,0.0572
-8.333000e-01,0.0572
-8.332000e-01,0.0556
-8.331000e-01,0.0548
-8.330000e-01,0.0564
-8.329000e-01,0.0564
-8.328000e-01,0.0564
-8.327000e-01,0.0556
-8.326000e-01,0.0564
-8.325000e-01,0.0564
-8.324000e-01,0.0548
-8.323000e-01,0.0564
-8.322000e-01,0.0556
-8.321000e-01,0.0564
-8.320000e-01,0.0556
-8.319000e-01,0.0572
-8.318000e-01,0.058
-8.317000e-01,0.0572
-8.316000e-01,0.0572
-8.315000e-01,0.0556
-8.314000e-01,0.0556
-8.313000e-01,0.0548
-8.312000e-01,0.0564
-8.311000e-01,0.0564
-8.310000e-01,0.0556
-8.309000e-01,0.0548
-8.308000e-01,0.0564
-8.307000e-01,0.0556
-8.306000e-01,0.0556
-8.305000e-01,0.0556
-8.304000e-01,0.0556
-8.303000e-01,0.054
-8.302000e-01,0.054
-8.301000e-01,0.054
-8.300000e-01,0.0548
-8.299000e-01,0.0532
-8.298000e-01,0.054
-8.297000e-01,0.054
-8.296000e-01,0.0548
-8.295000e-01,0.054
-8.294000e-01,0.0564
-8.293000e-01,0.0524
-8.292000e-01,0.0532
-8.291000e-01,0.0524
-8.290000e-01,0.0524
-8.289000e-01,0.0524
-8.288000e-01,0.0524
-8.287000e-01,0.0524
-8.286000e-01,0.0492
-8.285000e-01,0.0524
-8.284000e-01,0.0524
-8.283000e-01,0.0524
-8.282000e-01,0.0524
-8.281000e-01,0.05
-8.280000e-01,0.0508
-8.279000e-01,0.05
-8.278000e-01,0.0516
-8.277000e-01,0.0492
-8.276000e-01,0.0516
-8.275000e-01,0.0492
-8.274000e-01,0.05
-8.273000e-01,0.0484
-8.272000e-01,0.05
-8.271000e-01,0.0492
-8.270000e-01,0.05
-8.269000e-01,0.0492
-8.268000e-01,0.0492
-8.267000e-01,0.0492
-8.266000e-01,0.0492
-8.265000e-01,0.0484
-8.264000e-01,0.0484
-8.263000e-01,0.0484
-8.262000e-01,0.0484
-8.261000e-01,0.0484
-8.260000e-01,0.0484
-8.259000e-01,0.0492
-8.258000e-01,0.0484
-8.257000e-01,0.0484
-8.256000e-01,0.0476
-8.255000e-01,0.0476
-8.254000e-01,0.0484
-8.253000e-01,0.0468
-8.252000e-01,0.0476
-8.251000e-01,0.0476
-8.250000e-01,0.0468
-8.249000e-01,0.0476
-8.248000e-01,0.0476
-8.247000e-01,0.0476
-8.246000e-01,0.0476
-8.245000e-01,0.0468
-8.244000e-01,0.0468
-8.243000e-01,0.0468
-8.242000e-01,0.0476
-8.241000e-01,0.0476
-8.240000e-01,0.0468
-8.239000e-01,0.0476
-8.238000e-01,0.0476
-8.237000e-01,0.0484
-8.236000e-01,0.0476
-8.235000e-01,0.0468
-8.234000e-01,0.0476
-8.233000e-01,0.0484
-8.232000e-01,0.0476
-8.231000e-01,0.0476
-8.230000e-01,0.0476
-8.229000e-01,0.0468
-8.228000e-01,0.0468
-8.227000e-01,0.0468
-8.226000e-01,0.0468
-8.225000e-01,0.046
-8.224000e-01,0.0484
-8.223000e-01,0.0468
-8.222000e-01,0.0476
-8.221000e-01,0.046
-8.220000e-01,0.0484
-8.219000e-01,0.0468
-8.218000e-01,0.0468
-8.217000e-01,0.046
-8.216000e-01,0.0452
-8.215000e-01,0.0468
-8.214000e-01,0.046
-8.213000e-01,0.0468
-8.212000e-01,0.046
-8.211000e-01,0.046
-8.210000e-01,0.046
-8.209000e-01,0.046
-8.208000e-01,0.0444
-8.207000e-01,0.0452
-8.206000e-01,0.0444
-8.205000e-01,0.0428
-8.204000e-01,0.0428
-8.203000e-01,0.042
-8.202000e-01,0.042
-8.201000e-01,0.042
-8.200000e-01,0.042
-8.199000e-01,0.0396
-8.198000e-01,0.0404
-8.197000e-01,0.0396
-8.196000e-01,0.0388
-8.195000e-01,0.0388
-8.194000e-01,0.038
-8.193000e-01,0.038
-8.192000e-01,0.0348
-8.191000e-01,0.0348
-8.190000e-01,0.0356
-8.189000e-01,0.0324
-8.188000e-01,0.0316
-8.187000e-01,0.0308
-8.186000e-01,0.0316
-8.185000e-01,0.0284
-8.184000e-01,0.0284
-8.183000e-01,0.0268
-8.182000e-01,0.0276
-8.181000e-01,0.0252
-8.180000e-01,0.0252
-8.179000e-01,0.0236
-8.178000e-01,0.0236
-8.177000e-01,0.0228
-8.176000e-01,0.0196
-8.175000e-01,0.0204
-8.174000e-01,0.018
-8.173000e-01,0.018
-8.172000e-01,0.0164
-8.171000e-01,0.0172
-8.170000e-01,0.0148
-8.169000e-01,0.0156
-8.168000e-01,0.0148
-8.167000e-01,0.0132
-8.166000e-01,0.0116
-8.165000e-01,0.0124
-8.164000e-01,0.01
-8.163000e-01,0.0116
-8.162000e-01,0.0092
-8.161000e-01,0.01
-8.160000e-01,0.0076
-8.159000e-01,0.0092
-8.158000e-01,0.0076
-8.157000e-01,0.0068
-8.156000e-01,0.0076
-8.155000e-01,0.0076
-8.154000e-01,0.0076
-8.153000e-01,0.0068
-8.152000e-01,0.0076
-8.151000e-01,0.0084
-8.150000e-01,0.0076
-8.149000e-01,0.0084
-8.148000e-01,0.0084
-8.147000e-01,0.0068
-8.146000e-01,0.01
-8.145000e-01,0.0084
-8.144000e-01,0.0084
-8.143000e-01,0.01
-8.142000e-01,0.0116
-8.141000e-01,0.0116
-8.140000e-01,0.014
-8.139000e-01,0.0132
-8.138000e-01,0.014
-8.137000e-01,0.014
-8.136000e-01,0.014
-8.135000e-01,0.0164
-8.134000e-01,0.0164
-8.133000e-01,0.0156
-8.132000e-01,0.0196
-8.131000e-01,0.0204
-8.130000e-01,0.0204
-8.129000e-01,0.022
-8.128000e-01,0.0228
-8.127000e-01,0.0252
-8.126000e-01,0.0244
-8.125000e-01,0.026
-8.124000e-01,0.0276
-8.123000e-01,0.0276
-8.122000e-01,0.0276
-8.121000e-01,0.0292
-8.120000e-01,0.0292
-8.119000e-01,0.0308
-8.118000e-01,0.0316
-8.117000e-01,0.0324
-8.116000e-01,0.0348
-8.115000e-01,0.034
-8.114000e-01,0.0348
-8.113000e-01,0.0364
-8.112000e-01,0.0348
-8.111000e-01,0.0356
-8.110000e-01,0.038
-8.109000e-01,0.0364
-8.108000e-01,0.0372
-8.107000e-01,0.0396
-8.106000e-01,0.0396
-8.105000e-01,0.0404
-8.104000e-01,0.0396
-8.103000e-01,0.0444
-8.102000e-01,0.0396
-8.101000e-01,0.0396
-8.100000e-01,0.0436
-8.099000e-01,0.0412
-8.098000e-01,0.042
-8.097000e-01,0.0428
-8.096000e-01,0.042
-8.095000e-01,0.0428
-8.094000e-01,0.0428
-8.093000e-01,0.0444
-8.092000e-01,0.0436
-8.091000e-01,0.0428
-8.090000e-01,0.0428
-8.089000e-01,0.0428
-8.088000e-01,0.0428
-8.087000e-01,0.0444
-8.086000e-01,0.0452
-8.085000e-01,0.0444
-8.084000e-01,0.0436
-8.083000e-01,0.0444
-8.082000e-01,0.0444
-8.081000e-01,0.0436
-8.080000e-01,0.0444
-8.079000e-01,0.0452
-8.078000e-01,0.0452
-8.077000e-01,0.0444
-8.076000e-01,0.0452
-8.075000e-01,0.0436
-8.074000e-01,0.046
-8.073000e-01,0.0444
-8.072000e-01,0.0452
-8.071000e-01,0.0436
-8.070000e-01,0.0444
-8.069000e-01,0.0444
-8.068000e-01,0.0444
-8.067000e-01,0.0436
-8.066000e-01,0.0436
-8.065000e-01,0.0428
-8.064000e-01,0.0436
-8.063000e-01,0.0452
-8.062000e-01,0.0452
-8.061000e-01,0.0444
-8.060000e-01,0.0444
-8.059000e-01,0.0444
-8.058000e-01,0.0444
-8.057000e-01,0.0436
-8.056000e-01,0.0452
-8.055000e-01,0.0428
-8.054000e-01,0.0444
-8.053000e-01,0.0444
-8.052000e-01,0.0428
-8.051000e-01,0.0444
-8.050000e-01,0.0436
-8.049000e-01,0.0436
-8.048000e-01,0.0444
-8.047000e-01,0.0452
-8.046000e-01,0.0444
-8.045000e-01,0.046
-8.044000e-01,0.0436
-8.043000e-01,0.0436
-8.042000e-01,0.0452
-8.041000e-01,0.046
-8.040000e-01,0.046
-8.039000e-01,0.0452
-8.038000e-01,0.046
-8.037000e-01,0.046
-8.036000e-01,0.0452
-8.035000e-01,0.0468
-8.034000e-01,0.046
-8.033000e-01,0.0444
-8.032000e-01,0.0468
-8.031000e-01,0.0476
-8.030000e-01,0.0468
-8.029000e-01,0.0468
-8.028000e-01,0.0476
-8.027000e-01,0.05
-8.026000e-01,0.0484
-8.025000e-01,0.0476
-8.024000e-01,0.0484
-8.023000e-01,0.0484
-8.022000e-01,0.0484
-8.021000e-01,0.0484
-8.020000e-01,0.0476
-8.019000e-01,0.0484
-8.018000e-01,0.0476
-8.017000e-01,0.0492
-8.016000e-01,0.0468
-8.015000e-01,0.05
-8.014000e-01,0.0492
-8.013000e-01,0.05
-8.012000e-01,0.0476
-8.011000e-01,0.05
-8.010000e-01,0.05
-8.009000e-01,0.0492
-8.008000e-01,0.0492
-8.007000e-01,0.0484
-8.006000e-01,0.05
-8.005000e-01,0.0516
-8.004000e-01,0.0508
-8.003000e-01,0.0508
-8.002000e-01,0.05
-8.001000e-01,0.0508
-8.000000e-01,0.0516
-7.999000e-01,0.0508
-7.998000e-01,0.0508
-7.997000e-01,0.0516
-7.996000e-01,0.0508
-7.995000e-01,0.05
-7.994000e-01,0.0516
-7.993000e-01,0.0516
-7.992000e-01,0.0508
-7.991000e-01,0.0492
-7.990000e-01,0.0508
-7.989000e-01,0.0508
-7.988000e-01,0.0492
-7.987000e-01,0.0492
-7.986000e-01,0.0492
-7.985000e-01,0.05
-7.984000e-01,0.0492
-7.983000e-01,0.05
-7.982000e-01,0.0492
-7.981000e-01,0.0476
-7.980000e-01,0.0492
-7.979000e-01,0.046
-7.978000e-01,0.0484
-7.977000e-01,0.0476
-7.976000e-01,0.046
-7.975000e-01,0.0468
-7.974000e-01,0.046
-7.973000e-01,0.0444
-7.972000e-01,0.0452
-7.971000e-01,0.042
-7.970000e-01,0.0436
-7.969000e-01,0.0436
-7.968000e-01,0.0428
-7.967000e-01,0.0428
-7.966000e-01,0.0428
-7.965000e-01,0.0428
-7.964000e-01,0.0404
-7.963000e-01,0.0436
-7.962000e-01,0.0412
-7.961000e-01,0.0396
-7.960000e-01,0.0444
-7.959000e-01,0.0428
-7.958000e-01,0.0436
-7.957000e-01,0.0428
-7.956000e-01,0.0428
-7.955000e-01,0.0444
-7.954000e-01,0.0452
-7.953000e-01,0.0444
-7.952000e-01,0.0452
-7.951000e-01,0.0452
-7.950000e-01,0.0452
-7.949000e-01,0.0444
-7.948000e-01,0.046
-7.947000e-01,0.0452
-7.946000e-01,0.0444
-7.945000e-01,0.0444
-7.944000e-01,0.046
-7.943000e-01,0.046
-7.942000e-01,0.0452
-7.941000e-01,0.0452
-7.940000e-01,0.0452
-7.939000e-01,0.0452
-7.938000e-01,0.0452
-7.937000e-01,0.0452
-7.936000e-01,0.0436
-7.935000e-01,0.0452
-7.934000e-01,0.0436
-7.933000e-01,0.0444
-7.932000e-01,0.0444
-7.931000e-01,0.0436
-7.930000e-01,0.0428
-7.929000e-01,0.0428
-7.928000e-01,0.042
-7.927000e-01,0.0444
-7.926000e-01,0.0436
-7.925000e-01,0.0428
-7.924000e-01,0.0436
-7.923000e-01,0.0428
-7.922000e-01,0.042
-7.921000e-01,0.0436
-7.920000e-01,0.0412
-7.919000e-01,0.0428
-7.918000e-01,0.042
-7.917000e-01,0.0436
-7.916000e-01,0.042
-7.915000e-01,0.0396
-7.914000e-01,0.0412
-7.913000e-01,0.0412
-7.912000e-01,0.0404
-7.911000e-01,0.038
-7.910000e-01,0.0404
-7.909000e-01,0.0396
-7.908000e-01,0.0404
-7.907000e-01,0.0396
-7.906000e-01,0.042
-7.905000e-01,0.0396
-7.904000e-01,0.0388
-7.903000e-01,0.0388
-7.902000e-01,0.0388
-7.901000e-01,0.0388
-7.900000e-01,0.0396
-7.899000e-01,0.0388
-7.898000e-01,0.0396
-7.897000e-01,0.038
-7.896000e-01,0.038
-7.895000e-01,0.038
-7.894000e-01,0.038
-7.893000e-01,0.0372
-7.892000e-01,0.0348
-7.891000e-01,0.0348
-7.890000e-01,0.0348
-7.889000e-01,0.0332
-7.888000e-01,0.0332
-7.887000e-01,0.0308
-7.886000e-01,0.03
-7.885000e-01,0.0284
-7.884000e-01,0.0284
-7.883000e-01,0.0284
-7.882000e-01,0.0276
-7.881000e-01,0.0252
-7.880000e-01,0.0236
-7.879000e-01,0.0236
-7.878000e-01,0.0228
-7.877000e-01,0.0228
-7.876000e-01,0.022
-7.875000e-01,0.022
-7.874000e-01,0.0228
-7.873000e-01,0.0228
-7.872000e-01,0.022
-7.871000e-01,0.0236
-7.870000e-01,0.0244
-7.869000e-01,0.0228
-7.868000e-01,0.0252
-7.867000e-01,0.0252
-7.866000e-01,0.0284
-7.865000e-01,0.0276
-7.864000e-01,0.03
-7.863000e-01,0.03
-7.862000e-01,0.0308
-7.861000e-01,0.0316
-7.860000e-01,0.034
-7.859000e-01,0.0332
-7.858000e-01,0.034
-7.857000e-01,0.034
-7.856000e-01,0.0348
-7.855000e-01,0.0348
-7.854000e-01,0.0356
-7.853000e-01,0.0356
-7.852000e-01,0.0364
-7.851000e-01,0.038
-7.850000e-01,0.0364
-7.849000e-01,0.0388
-7.848000e-01,0.038
-7.847000e-01,0.0388
-7.846000e-01,0.0404
-7.845000e-01,0.0388
-7.844000e-01,0.0396
-7.843000e-01,0.0396
-7.842000e-01,0.0396
-7.841000e-01,0.0388
-7.840000e-01,0.0396
-7.839000e-01,0.0388
-7.838000e-01,0.0388
-7.837000e-01,0.0396
-7.836000e-01,0.038
-7.835000e-01,0.0372
-7.834000e-01,0.038
-7.833000e-01,0.0388
-7.832000e-01,0.0372
-7.831000e-01,0.038
-7.830000e-01,0.0372
-7.829000e-01,0.0388
-7.828000e-01,0.0364
-7.827000e-01,0.0372
-7.826000e-01,0.038
-7.825000e-01,0.0372
-7.824000e-01,0.0372
-7.823000e-01,0.0364
-7.822000e-01,0.0372
-7.821000e-01,0.0372
-7.820000e-01,0.0364
-7.819000e-01,0.0356
-7.818000e-01,0.0348
-7.817000e-01,0.0356
-7.816000e-01,0.0356
-7.815000e-01,0.0356
-7.814000e-01,0.034
-7.813000e-01,0.0356
-7.812000e-01,0.0364
-7.811000e-01,0.0364
-7.810000e-01,0.0356
-7.809000e-01,0.034
-7.808000e-01,0.0356
-7.807000e-01,0.0356
-7.806000e-01,0.0356
-7.805000e-01,0.0348
-7.804000e-01,0.0348
-7.803000e-01,0.0356
-7.802000e-01,0.0348
-7.801000e-01,0.0332
-7.800000e-01,0.0348
-7.799000e-01,0.0356
-7.798000e-01,0.0348
-7.797000e-01,0.0364
-7.796000e-01,0.0356
-7.795000e-01,0.0364
-7.794000e-01,0.0364
-7.793000e-01,0.0356
-7.792000e-01,0.0356
-7.791000e-01,0.0348
-7.790000e-01,0.0364
-7.789000e-01,0.0372
-7.788000e-01,0.0364
-7.787000e-01,0.0372
-7.786000e-01,0.0372
-7.785000e-01,0.0388
-7.784000e-01,0.038
-7.783000e-01,0.0364
-7.782000e-01,0.0396
-7.781000e-01,0.0372
-7.780000e-01,0.038
-7.779000e-01,0.038
-7.778000e-01,0.0396
-7.777000e-01,0.0388
-7.776000e-01,0.0388
-7.775000e-01,0.038
-7.774000e-01,0.0388
-7.773000e-01,0.0388
-7.772000e-01,0.038
-7.771000e-01,0.038
-7.770000e-01,0.0404
-7.769000e-01,0.0372
-7.768000e-01,0.038
-7.767000e-01,0.0388
-7.766000e-01,0.0388
-7.765000e-01,0.038
-7.764000e-01,0.0388
-7.763000e-01,0.0404
-7.762000e-01,0.0372
-7.761000e-01,0.0388
-7.760000e-01,0.0388
-7.759000e-01,0.0372
-7.758000e-01,0.0372
-7.757000e-01,0.038
-7.756000e-01,0.038
-7.755000e-01,0.038
-7.754000e-01,0.0356
-7.753000e-01,0.0364
-7.752000e-01,0.0372
-7.751000e-01,0.0372
-7.750000e-01,0.0372
-7.749000e-01,0.0348
-7.748000e-01,0.0364
-7.747000e-01,0.0356
-7.746000e-01,0.0356
-7.745000e-01,0.0348
-7.744000e-01,0.0364
-7.743000e-01,0.0356
-7.742000e-01,0.034
-7.741000e-01,0.0348
-7.740000e-01,0.0356
-7.739000e-01,0.0332
-7.738000e-01,0.034
-7.737000e-01,0.0324
-7.736000e-01,0.0324
-7.735000e-01,0.0324
-7.734000e-01,0.0324
-7.733000e-01,0.0308
-7.732000e-01,0.0324
-7.731000e-01,0.0316
-7.730000e-01,0.03
-7.729000e-01,0.0316
-7.728000e-01,0.0308
-7.727000e-01,0.0308
-7.726000e-01,0.03
-7.725000e-01,0.0284
-7.724000e-01,0.0276
-7.723000e-01,0.0284
-7.722000e-01,0.0268
-7.721000e-01,0.026
-7.720000e-01,0.0252
-7.719000e-01,0.0244
-7.718000e-01,0.0244
-7.717000e-01,0.022
-7.716000e-01,0.0244
-7.715000e-01,0.0204
-7.714000e-01,0.0204
-7.713000e-01,0.0196
-7.712000e-01,0.0188
-7.711000e-01,0.0164
-7.710000e-01,0.0164
-7.709000e-01,0.0156
-7.708000e-01,0.014
-7.707000e-01,0.0132
-7.706000e-01,0.0124
-7.705000e-01,0.0124
-7.704000e-01,0.0108
-7.703000e-01,0.0124
-7.702000e-01,0.01
-7.701000e-01,0.0108
-7.700000e-01,0.0124
-7.699000e-01,0.0124
-7.698000e-01,0.0116
-7.697000e-01,0.0132
-7.696000e-01,0.0132
-7.695000e-01,0.0132
-7.694000e-01,0.0148
-7.693000e-01,0.0164
-7.692000e-01,0.0156
-7.691000e-01,0.0196
-7.690000e-01,0.0204
-7.689000e-01,0.0212
-7.688000e-01,0.022
-7.687000e-01,0.0236
-7.686000e-01,0.0236
-7.685000e-01,0.0252
-7.684000e-01,0.026
-7.683000e-01,0.0276
-7.682000e-01,0.0292
-7.681000e-01,0.0276
-7.680000e-01,0.03
-7.679000e-01,0.03
-7.678000e-01,0.0316
-7.677000e-01,0.0308
-7.676000e-01,0.0332
-7.675000e-01,0.0332
-7.674000e-01,0.0324
-7.673000e-01,0.034
-7.672000e-01,0.034
-7.671000e-01,0.0348
-7.670000e-01,0.0364
-7.669000e-01,0.0372
-7.668000e-01,0.0364
-7.667000e-01,0.0364
-7.666000e-01,0.0372
-7.665000e-01,0.0348
-7.664000e-01,0.0388
-7.663000e-01,0.034
-7.662000e-01,0.0388
-7.661000e-01,0.0388
-7.660000e-01,0.0388
-7.659000e-01,0.0396
-7.658000e-01,0.0396
-7.657000e-01,0.0396
-7.656000e-01,0.0404
-7.655000e-01,0.0388
-7.654000e-01,0.0404
-7.653000e-01,0.0412
-7.652000e-01,0.0404
-7.651000e-01,0.0412
-7.650000e-01,0.0388
-7.649000e-01,0.0436
-7.648000e-01,0.0396
-7.647000e-01,0.0412
-7.646000e-01,0.042
-7.645000e-01,0.0404
-7.644000e-01,0.0404
-7.643000e-01,0.0412
-7.642000e-01,0.0404
-7.641000e-01,0.0396
-7.640000e-01,0.0396
-7.639000e-01,0.0396
-7.638000e-01,0.0412
-7.637000e-01,0.0396
-7.636000e-01,0.0396
-7.635000e-01,0.0404
-7.634000e-01,0.0396
-7.633000e-01,0.0396
-7.632000e-01,0.0396
-7.631000e-01,0.0412
-7.630000e-01,0.0404
-7.629000e-01,0.0396
-7.628000e-01,0.038
-7.627000e-01,0.038
-7.626000e-01,0.0404
-7.625000e-01,0.0388
-7.624000e-01,0.0396
-7.623000e-01,0.038
-7.622000e-01,0.0388
-7.621000e-01,0.0388
-7.620000e-01,0.0372
-7.619000e-01,0.0372
-7.618000e-01,0.0388
-7.617000e-01,0.0356
-7.616000e-01,0.0364
-7.615000e-01,0.038
-7.614000e-01,0.0364
-7.613000e-01,0.0348
-7.612000e-01,0.0356
-7.611000e-01,0.0356
-7.610000e-01,0.0364
-7.609000e-01,0.0348
-7.608000e-01,0.0372
-7.607000e-01,0.0364
-7.606000e-01,0.0356
-7.605000e-01,0.0316
-7.604000e-01,0.0356
-7.603000e-01,0.0364
-7.602000e-01,0.0356
-7.601000e-01,0.0356
-7.600000e-01,0.0348
-7.599000e-01,0.034
-7.598000e-01,0.0348
-7.597000e-01,0.034
-7.596000e-01,0.0356
-7.595000e-01,0.0348
-7.594000e-01,0.0356
-7.593000e-01,0.0356
-7.592000e-01,0.034
-7.591000e-01,0.0356
-7.590000e-01,0.0348
-7.589000e-01,0.0348
-7.588000e-01,0.0348
-7.587000e-01,0.0332
-7.586000e-01,0.0364
-7.585000e-01,0.0348
-7.584000e-01,0.0332
-7.583000e-01,0.034
-7.582000e-01,0.0332
-7.581000e-01,0.0348
-7.580000e-01,0.0332
-7.579000e-01,0.0332
-7.578000e-01,0.0332
-7.577000e-01,0.0332
-7.576000e-01,0.034
-7.575000e-01,0.0316
-7.574000e-01,0.0316
-7.573000e-01,0.0324
-7.572000e-01,0.0332
-7.571000e-01,0.0332
-7.570000e-01,0.03
-7.569000e-01,0.0308
-7.568000e-01,0.0316
-7.567000e-01,0.0316
-7.566000e-01,0.0316
-7.565000e-01,0.0316
-7.564000e-01,0.0316
-7.563000e-01,0.0324
-7.562000e-01,0.03
-7.561000e-01,0.0292
-7.560000e-01,0.0308
-7.559000e-01,0.03
-7.558000e-01,0.0292
-7.557000e-01,0.0284
-7.556000e-01,0.0284
-7.555000e-01,0.0292
-7.554000e-01,0.0284
-7.553000e-01,0.0284
-7.552000e-01,0.0268
-7.551000e-01,0.0276
-7.550000e-01,0.0284
-7.549000e-01,0.0268
-7.548000e-01,0.0276
-7.547000e-01,0.026
-7.546000e-01,0.026
-7.545000e-01,0.0252
-7.544000e-01,0.0252
-7.543000e-01,0.0244
-7.542000e-01,0.0244
-7.541000e-01,0.0244
-7.540000e-01,0.0236
-7.539000e-01,0.0236
-7.538000e-01,0.0244
-7.537000e-01,0.0228
-7.536000e-01,0.022
-7.535000e-01,0.0228
-7.534000e-01,0.0236
-7.533000e-01,0.0236
-7.532000e-01,0.022
-7.531000e-01,0.026
-7.530000e-01,0.022
-7.529000e-01,0.0212
-7.528000e-01,0.0228
-7.527000e-01,0.0212
-7.526000e-01,0.022
-7.525000e-01,0.0236
-7.524000e-01,0.0212
-7.523000e-01,0.0212
-7.522000e-01,0.022
-7.521000e-01,0.022
-7.520000e-01,0.0228
-7.519000e-01,0.0212
-7.518000e-01,0.0212
-7.517000e-01,0.0228
-7.516000e-01,0.0228
-7.515000e-01,0.0236
-7.514000e-01,0.0228
-7.513000e-01,0.0212
-7.512000e-01,0.0228
-7.511000e-01,0.0228
-7.510000e-01,0.0244
-7.509000e-01,0.0228
-7.508000e-01,0.0244
-7.507000e-01,0.0236
-7.506000e-01,0.026
-7.505000e-01,0.0244
-7.504000e-01,0.0236
-7.503000e-01,0.026
-7.502000e-01,0.0252
-7.501000e-01,0.026
-7.500000e-01,0.0244
-7.499000e-01,0.0252
-7.498000e-01,0.0252
-7.497000e-01,0.0252
-7.496000e-01,0.0268
-7.495000e-01,0.0268
-7.494000e-01,0.0292
-7.493000e-01,0.0268
-7.492000e-01,0.0292
-7.491000e-01,0.0284
-7.490000e-01,0.0292
-7.489000e-01,0.0268
-7.488000e-01,0.0284
-7.487000e-01,0.0284
-7.486000e-01,0.0284
-7.485000e-01,0.0284
-7.484000e-01,0.0284
-7.483000e-01,0.03
-7.482000e-01,0.0316
-7.481000e-01,0.03
-7.480000e-01,0.0292
-7.479000e-01,0.0292
-7.478000e-01,0.0316
-7.477000e-01,0.0308
-7.476000e-01,0.0316
-7.475000e-01,0.03
-7.474000e-01,0.0308
-7.473000e-01,0.0308
-7.472000e-01,0.03
-7.471000e-01,0.0308
-7.470000e-01,0.0324
-7.469000e-01,0.0324
-7.468000e-01,0.0332
-7.467000e-01,0.0332
-7.466000e-01,0.034
-7.465000e-01,0.0332
-7.464000e-01,0.034
-7.463000e-01,0.034
-7.462000e-01,0.0348
-7.461000e-01,0.0348
-7.460000e-01,0.0348
-7.459000e-01,0.0356
-7.458000e-01,0.0348
-7.457000e-01,0.0356
-7.456000e-01,0.038
-7.455000e-01,0.0356
-7.454000e-01,0.0364
-7.453000e-01,0.0348
-7.452000e-01,0.0372
-7.451000e-01,0.038
-7.450000e-01,0.0356
-7.449000e-01,0.038
-7.448000e-01,0.0396
-7.447000e-01,0.038
-7.446000e-01,0.038
-7.445000e-01,0.0396
-7.444000e-01,0.0388
-7.443000e-01,0.0388
-7.442000e-01,0.0412
-7.441000e-01,0.0412
-7.440000e-01,0.0404
-7.439000e-01,0.0428
-7.438000e-01,0.042
-7.437000e-01,0.042
-7.436000e-01,0.0436
-7.435000e-01,0.0444
-7.434000e-01,0.0444
-7.433000e-01,0.0444
-7.432000e-01,0.0436
-7.431000e-01,0.046
-7.430000e-01,0.0444
-7.429000e-01,0.0452
-7.428000e-01,0.0468
-7.427000e-01,0.0468
-7.426000e-01,0.0468
-7.425000e-01,0.0476
-7.424000e-01,0.0476
-7.423000e-01,0.0484
-7.422000e-01,0.0484
-7.421000e-01,0.0468
-7.420000e-01,0.0468
-7.419000e-01,0.0492
-7.418000e-01,0.0484
-7.417000e-01,0.0492
-7.416000e-01,0.05
-7.415000e-01,0.05
-7.414000e-01,0.0508
-7.413000e-01,0.0508
-7.412000e-01,0.0508
-7.411000e-01,0.0508
-7.410000e-01,0.05
-7.409000e-01,0.0524
-7.408000e-01,0.0516
-7.407000e-01,0.0516
-7.406000e-01,0.0524
-7.405000e-01,0.0524
-7.404000e-01,0.0516
-7.403000e-01,0.0508
-7.402000e-01,0.0524
-7.401000e-01,0.0524
-7.400000e-01,0.0516
-7.399000e-01,0.0516
-7.398000e-01,0.0508
-7.397000e-01,0.0516
-7.396000e-01,0.0524
-7.395000e-01,0.0516
-7.394000e-01,0.0508
-7.393000e-01,0.0508
-7.392000e-01,0.0516
-7.391000e-01,0.0508
-7.390000e-01,0.0524
-7.389000e-01,0.0508
