Model,MSO4102B-L
Firmware Version,3.20

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,1
Horizontal Delay,0
Sample Interval,0.0001
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.02
Vertical Position,-3.02
,
,
,
Label,
TIME,CH1
-7.388000e-01,0.05
-7.387000e-01,0.0524
-7.386000e-01,0.05
-7.385000e-01,0.05
-7.384000e-01,0.05
-7.383000e-01,0.05
-7.382000e-01,0.05
-7.381000e-01,0.0508
-7.380000e-01,0.0508
-7.379000e-01,0.05
-7.378000e-01,0.05
-7.377000e-01,0.0492
-7.376000e-01,0.0508
-7.375000e-01,0.0508
-7.374000e-01,0.0516
-7.373000e-01,0.0508
-7.372000e-01,0.05
-7.371000e-01,0.0508
-7.370000e-01,0.0508
-7.369000e-01,0.0508
-7.368000e-01,0.0492
-7.367000e-01,0.0492
-7.366000e-01,0.05
-7.365000e-01,0.0508
-7.364000e-01,0.0484
-7.363000e-01,0.0492
-7.362000e-01,0.0508
-7.361000e-01,0.0492
-7.360000e-01,0.0492
-7.359000e-01,0.0492
-7.358000e-01,0.0476
-7.357000e-01,0.0508
-7.356000e-01,0.0508
-7.355000e-01,0.05
-7.354000e-01,0.0492
-7.353000e-01,0.0484
-7.352000e-01,0.0492
-7.351000e-01,0.05
-7.350000e-01,0.0492
-7.349000e-01,0.0492
-7.348000e-01,0.05
-7.347000e-01,0.05
-7.346000e-01,0.0492
-7.345000e-01,0.05
-7.344000e-01,0.0492
-7.343000e-01,0.05
-7.342000e-01,0.0492
-7.341000e-01,0.0516
-7.340000e-01,0.05
-7.339000e-01,0.0492
-7.338000e-01,0.05
-7.337000e-01,0.05
-7.336000e-01,0.0516
-7.335000e-01,0.0492
-7.334000e-01,0.0524
-7.333000e-01,0.0532
-7.332000e-01,0.0524
-7.331000e-01,0.0532
-7.330000e-01,0.0524
-7.329000e-01,0.0516
-7.328000e-01,0.0532
-7.327000e-01,0.0532
-7.326000e-01,0.0524
-7.325000e-01,0.0548
-7.324000e-01,0.0532
-7.323000e-01,0.054
-7.322000e-01,0.0548
-7.321000e-01,0.054
-7.320000e-01,0.0548
-7.319000e-01,0.0548
-7.318000e-01,0.054
-7.317000e-01,0.0548
-7.316000e-01,0.0556
-7.315000e-01,0.0524
-7.314000e-01,0.0548
-7.313000e-01,0.0548
-7.312000e-01,0.054
-7.311000e-01,0.0548
-7.310000e-01,0.0548
-7.309000e-01,0.0556
-7.308000e-01,0.0564
-7.307000e-01,0.0548
-7.306000e-01,0.0556
-7.305000e-01,0.0564
-7.304000e-01,0.0548
-7.303000e-01,0.0548
-7.302000e-01,0.0564
-7.301000e-01,0.0548
-7.300000e-01,0.0564
-7.299000e-01,0.0564
-7.298000e-01,0.0564
-7.297000e-01,0.058
-7.296000e-01,0.0564
-7.295000e-01,0.0564
-7.294000e-01,0.0572
-7.293000e-01,0.058
-7.292000e-01,0.0572
-7.291000e-01,0.058
-7.290000e-01,0.058
-7.289000e-01,0.0588
-7.288000e-01,0.0588
-7.287000e-01,0.0588
-7.286000e-01,0.0596
-7.285000e-01,0.0596
-7.284000e-01,0.0596
-7.283000e-01,0.058
-7.282000e-01,0.0588
-7.281000e-01,0.0596
-7.280000e-01,0.0596
-7.279000e-01,0.0596
-7.278000e-01,0.0588
-7.277000e-01,0.0588
-7.276000e-01,0.0604
-7.275000e-01,0.0588
-7.274000e-01,0.0596
-7.273000e-01,0.0596
-7.272000e-01,0.0596
-7.271000e-01,0.0596
-7.270000e-01,0.062
-7.269000e-01,0.0604
-7.268000e-01,0.0604
-7.267000e-01,0.0604
-7.266000e-01,0.0604
-7.265000e-01,0.0596
-7.264000e-01,0.0596
-7.263000e-01,0.0604
-7.262000e-01,0.0596
-7.261000e-01,0.0604
-7.260000e-01,0.0596
-7.259000e-01,0.0604
-7.258000e-01,0.0604
-7.257000e-01,0.0604
-7.256000e-01,0.0604
-7.255000e-01,0.0604
-7.254000e-01,0.0604
-7.253000e-01,0.0596
-7.252000e-01,0.0596
-7.251000e-01,0.0588
-7.250000e-01,0.0596
-7.249000e-01,0.0596
-7.248000e-01,0.0588
-7.247000e-01,0.0588
-7.246000e-01,0.0588
-7.245000e-01,0.058
-7.244000e-01,0.058
-7.243000e-01,0.0596
-7.242000e-01,0.0572
-7.241000e-01,0.058
-7.240000e-01,0.0572
-7.239000e-01,0.058
-7.238000e-01,0.0596
-7.237000e-01,0.0572
-7.236000e-01,0.0572
-7.235000e-01,0.0572
-7.234000e-01,0.0564
-7.233000e-01,0.0572
-7.232000e-01,0.058
-7.231000e-01,0.0572
-7.230000e-01,0.0548
-7.229000e-01,0.0548
-7.228000e-01,0.0564
-7.227000e-01,0.0524
-7.226000e-01,0.0548
-7.225000e-01,0.0548
-7.224000e-01,0.0556
-7.223000e-01,0.0548
-7.222000e-01,0.054
-7.221000e-01,0.054
-7.220000e-01,0.0532
-7.219000e-01,0.0548
-7.218000e-01,0.0532
-7.217000e-01,0.054
-7.216000e-01,0.0524
-7.215000e-01,0.0532
-7.214000e-01,0.0548
-7.213000e-01,0.0548
-7.212000e-01,0.0532
-7.211000e-01,0.0532
-7.210000e-01,0.054
-7.209000e-01,0.0532
-7.208000e-01,0.0524
-7.207000e-01,0.0524
-7.206000e-01,0.0524
-7.205000e-01,0.0524
-7.204000e-01,0.0508
-7.203000e-01,0.0524
-7.202000e-01,0.0532
-7.201000e-01,0.0524
-7.200000e-01,0.0516
-7.199000e-01,0.0516
-7.198000e-01,0.0516
-7.197000e-01,0.0516
-7.196000e-01,0.0524
-7.195000e-01,0.0532
-7.194000e-01,0.0532
-7.193000e-01,0.0524
-7.192000e-01,0.0532
-7.191000e-01,0.0532
-7.190000e-01,0.0524
-7.189000e-01,0.0524
-7.188000e-01,0.0532
-7.187000e-01,0.0524
-7.186000e-01,0.0532
-7.185000e-01,0.0524
-7.184000e-01,0.0548
-7.183000e-01,0.0532
-7.182000e-01,0.054
-7.181000e-01,0.0532
-7.180000e-01,0.054
-7.179000e-01,0.0532
-7.178000e-01,0.0524
-7.177000e-01,0.0532
-7.176000e-01,0.0532
-7.175000e-01,0.0548
-7.174000e-01,0.0548
-7.173000e-01,0.0532
-7.172000e-01,0.0532
-7.171000e-01,0.0532
-7.170000e-01,0.0532
-7.169000e-01,0.054
-7.168000e-01,0.054
-7.167000e-01,0.054
-7.166000e-01,0.0532
-7.165000e-01,0.0524
-7.164000e-01,0.054
-7.163000e-01,0.054
-7.162000e-01,0.0524
-7.161000e-01,0.054
-7.160000e-01,0.0548
-7.159000e-01,0.0556
-7.158000e-01,0.0548
-7.157000e-01,0.0556
-7.156000e-01,0.054
-7.155000e-01,0.054
-7.154000e-01,0.054
-7.153000e-01,0.054
-7.152000e-01,0.0532
-7.151000e-01,0.054
-7.150000e-01,0.0532
-7.149000e-01,0.054
-7.148000e-01,0.054
-7.147000e-01,0.0524
-7.146000e-01,0.054
-7.145000e-01,0.054
-7.144000e-01,0.0516
-7.143000e-01,0.0532
-7.142000e-01,0.0516
-7.141000e-01,0.054
-7.140000e-01,0.0524
-7.139000e-01,0.0508
-7.138000e-01,0.0516
-7.137000e-01,0.0508
-7.136000e-01,0.0516
-7.135000e-01,0.0516
-7.134000e-01,0.05
-7.133000e-01,0.0492
-7.132000e-01,0.05
-7.131000e-01,0.05
-7.130000e-01,0.0484
-7.129000e-01,0.0476
-7.128000e-01,0.0476
-7.127000e-01,0.0476
-7.126000e-01,0.0484
-7.125000e-01,0.0444
-7.124000e-01,0.0436
-7.123000e-01,0.0444
-7.122000e-01,0.0428
-7.121000e-01,0.0428
-7.120000e-01,0.0428
-7.119000e-01,0.0404
-7.118000e-01,0.0396
-7.117000e-01,0.0396
-7.116000e-01,0.0388
-7.115000e-01,0.0372
-7.114000e-01,0.0364
-7.113000e-01,0.0356
-7.112000e-01,0.0348
-7.111000e-01,0.0324
-7.110000e-01,0.0316
-7.109000e-01,0.03
-7.108000e-01,0.0308
-7.107000e-01,0.0284
-7.106000e-01,0.0276
-7.105000e-01,0.026
-7.104000e-01,0.0244
-7.103000e-01,0.0236
-7.102000e-01,0.022
-7.101000e-01,0.0204
-7.100000e-01,0.018
-7.099000e-01,0.0188
-7.098000e-01,0.0172
-7.097000e-01,0.0164
-7.096000e-01,0.0156
-7.095000e-01,0.0148
-7.094000e-01,0.0116
-7.093000e-01,0.0084
-7.092000e-01,0.0108
-7.091000e-01,0.0084
-7.090000e-01,0.0076
-7.089000e-01,0.006
-7.088000e-01,0.0068
-7.087000e-01,0.006
-7.086000e-01,0.0044
-7.085000e-01,0.0052
-7.084000e-01,0.0044
-7.083000e-01,0.0036
-7.082000e-01,0.0036
-7.081000e-01,0.0036
-7.080000e-01,0.0052
-7.079000e-01,0.0036
-7.078000e-01,0.0036
-7.077000e-01,0.0044
-7.076000e-01,0.0028
-7.075000e-01,0.006
-7.074000e-01,0.0068
-7.073000e-01,0.0068
-7.072000e-01,0.0084
-7.071000e-01,0.0084
-7.070000e-01,0.01
-7.069000e-01,0.0116
-7.068000e-01,0.0124
-7.067000e-01,0.0124
-7.066000e-01,0.0156
-7.065000e-01,0.018
-7.064000e-01,0.018
-7.063000e-01,0.0204
-7.062000e-01,0.0188
-7.061000e-01,0.0212
-7.060000e-01,0.022
-7.059000e-01,0.0236
-7.058000e-01,0.0276
-7.057000e-01,0.0252
-7.056000e-01,0.0268
-7.055000e-01,0.03
-7.054000e-01,0.03
-7.053000e-01,0.0308
-7.052000e-01,0.0308
-7.051000e-01,0.0324
-7.050000e-01,0.0356
-7.049000e-01,0.0348
-7.048000e-01,0.0356
-7.047000e-01,0.0356
-7.046000e-01,0.038
-7.045000e-01,0.0396
-7.044000e-01,0.0396
-7.043000e-01,0.0388
-7.042000e-01,0.0404
-7.041000e-01,0.042
-7.040000e-01,0.042
-7.039000e-01,0.0412
-7.038000e-01,0.0428
-7.037000e-01,0.0436
-7.036000e-01,0.0436
-7.035000e-01,0.0452
-7.034000e-01,0.0436
-7.033000e-01,0.0452
-7.032000e-01,0.046
-7.031000e-01,0.0468
-7.030000e-01,0.0476
-7.029000e-01,0.0476
-7.028000e-01,0.0468
-7.027000e-01,0.0476
-7.026000e-01,0.0484
-7.025000e-01,0.0476
-7.024000e-01,0.0492
-7.023000e-01,0.0484
-7.022000e-01,0.0468
-7.021000e-01,0.0476
-7.020000e-01,0.0476
-7.019000e-01,0.0476
-7.018000e-01,0.0484
-7.017000e-01,0.0476
-7.016000e-01,0.0492
-7.015000e-01,0.0476
-7.014000e-01,0.0492
-7.013000e-01,0.0476
-7.012000e-01,0.0476
-7.011000e-01,0.0484
-7.010000e-01,0.05
-7.009000e-01,0.0484
-7.008000e-01,0.0492
-7.007000e-01,0.0492
-7.006000e-01,0.0484
-7.005000e-01,0.0492
-7.004000e-01,0.0492
-7.003000e-01,0.0492
-7.002000e-01,0.0492
-7.001000e-01,0.0492
-7.000000e-01,0.0492
-6.999000e-01,0.0508
-6.998000e-01,0.0492
-6.997000e-01,0.05
-6.996000e-01,0.0508
-6.995000e-01,0.05
-6.994000e-01,0.05
-6.993000e-01,0.05
-6.992000e-01,0.0492
-6.991000e-01,0.05
-6.990000e-01,0.05
-6.989000e-01,0.0508
-6.988000e-01,0.05
-6.987000e-01,0.0484
-6.986000e-01,0.0508
-6.985000e-01,0.0492
-6.984000e-01,0.05
-6.983000e-01,0.05
-6.982000e-01,0.0516
-6.981000e-01,0.0508
-6.980000e-01,0.05
-6.979000e-01,0.05
-6.978000e-01,0.05
-6.977000e-01,0.0516
-6.976000e-01,0.05
-6.975000e-01,0.0508
-6.974000e-01,0.0508
-6.973000e-01,0.0524
-6.972000e-01,0.0508
-6.971000e-01,0.0508
-6.970000e-01,0.0516
-6.969000e-01,0.0524
-6.968000e-01,0.0516
-6.967000e-01,0.0532
-6.966000e-01,0.0532
-6.965000e-01,0.0532
-6.964000e-01,0.0524
-6.963000e-01,0.054
-6.962000e-01,0.0524
-6.961000e-01,0.0532
-6.960000e-01,0.0532
-6.959000e-01,0.0492
-6.958000e-01,0.054
-6.957000e-01,0.0532
-6.956000e-01,0.0548
-6.955000e-01,0.0548
-6.954000e-01,0.0556
-6.953000e-01,0.0556
-6.952000e-01,0.054
-6.951000e-01,0.0548
-6.950000e-01,0.0548
-6.949000e-01,0.054
-6.948000e-01,0.0548
-6.947000e-01,0.054
-6.946000e-01,0.054
-6.945000e-01,0.0548
-6.944000e-01,0.0564
-6.943000e-01,0.0556
-6.942000e-01,0.0548
-6.941000e-01,0.0572
-6.940000e-01,0.0564
-6.939000e-01,0.0564
-6.938000e-01,0.0572
-6.937000e-01,0.0572
-6.936000e-01,0.0572
-6.935000e-01,0.0564
-6.934000e-01,0.0572
-6.933000e-01,0.0564
-6.932000e-01,0.0564
-6.931000e-01,0.058
-6.930000e-01,0.0588
-6.929000e-01,0.0572
-6.928000e-01,0.0572
-6.927000e-01,0.0564
-6.926000e-01,0.0588
-6.925000e-01,0.0564
-6.924000e-01,0.0572
-6.923000e-01,0.0548
-6.922000e-01,0.0564
-6.921000e-01,0.0548
-6.920000e-01,0.058
-6.919000e-01,0.0548
-6.918000e-01,0.0556
-6.917000e-01,0.0532
-6.916000e-01,0.0524
-6.915000e-01,0.054
-6.914000e-01,0.0532
-6.913000e-01,0.0548
-6.912000e-01,0.0548
-6.911000e-01,0.0524
-6.910000e-01,0.054
-6.909000e-01,0.0524
-6.908000e-01,0.0508
-6.907000e-01,0.0508
-6.906000e-01,0.0524
-6.905000e-01,0.0508
-6.904000e-01,0.0516
-6.903000e-01,0.05
-6.902000e-01,0.0492
-6.901000e-01,0.0468
-6.900000e-01,0.0492
-6.899000e-01,0.0492
-6.898000e-01,0.0484
-6.897000e-01,0.0452
-6.896000e-01,0.046
-6.895000e-01,0.046
-6.894000e-01,0.0444
-6.893000e-01,0.0444
-6.892000e-01,0.0444
-6.891000e-01,0.0428
-6.890000e-01,0.042
-6.889000e-01,0.0412
-6.888000e-01,0.0412
-6.887000e-01,0.0388
-6.886000e-01,0.0396
-6.885000e-01,0.038
-6.884000e-01,0.038
-6.883000e-01,0.0348
-6.882000e-01,0.0348
-6.881000e-01,0.0356
-6.880000e-01,0.0332
-6.879000e-01,0.0332
-6.878000e-01,0.0324
-6.877000e-01,0.0324
-6.876000e-01,0.0308
-6.875000e-01,0.0292
-6.874000e-01,0.0284
-6.873000e-01,0.0268
-6.872000e-01,0.026
-6.871000e-01,0.0252
-6.870000e-01,0.0252
-6.869000e-01,0.0236
-6.868000e-01,0.0228
-6.867000e-01,0.0212
-6.866000e-01,0.0204
-6.865000e-01,0.0188
-6.864000e-01,0.018
-6.863000e-01,0.0148
-6.862000e-01,0.0156
-6.861000e-01,0.0148
-6.860000e-01,0.0116
-6.859000e-01,0.0124
-6.858000e-01,0.0108
-6.857000e-01,0.0092
-6.856000e-01,0.0084
-6.855000e-01,0.0068
-6.854000e-01,0.0068
-6.853000e-01,0.0068
-6.852000e-01,0.006
-6.851000e-01,0.0044
-6.850000e-01,0.0044
-6.849000e-01,0.0036
-6.848000e-01,0.0044
-6.847000e-01,0.0028
-6.846000e-01,0.0028
-6.845000e-01,0.0028
-6.844000e-01,0.0028
-6.843000e-01,0.0036
-6.842000e-01,0.0044
-6.841000e-01,0.0052
-6.840000e-01,0.006
-6.839000e-01,0.006
-6.838000e-01,0.0068
-6.837000e-01,0.0076
-6.836000e-01,0.0092
-6.835000e-01,0.01
-6.834000e-01,0.0124
-6.833000e-01,0.0124
-6.832000e-01,0.0132
-6.831000e-01,0.0172
-6.830000e-01,0.0172
-6.829000e-01,0.018
-6.828000e-01,0.0196
-6.827000e-01,0.0204
-6.826000e-01,0.022
-6.825000e-01,0.022
-6.824000e-01,0.0236
-6.823000e-01,0.0252
-6.822000e-01,0.0276
-6.821000e-01,0.0284
-6.820000e-01,0.03
-6.819000e-01,0.0308
-6.818000e-01,0.0316
-6.817000e-01,0.0348
-6.816000e-01,0.0332
-6.815000e-01,0.0332
-6.814000e-01,0.034
-6.813000e-01,0.0348
-6.812000e-01,0.0364
-6.811000e-01,0.0356
-6.810000e-01,0.0372
-6.809000e-01,0.038
-6.808000e-01,0.0388
-6.807000e-01,0.038
-6.806000e-01,0.0388
-6.805000e-01,0.0372
-6.804000e-01,0.042
-6.803000e-01,0.0412
-6.802000e-01,0.0412
-6.801000e-01,0.0404
-6.800000e-01,0.042
-6.799000e-01,0.042
-6.798000e-01,0.042
-6.797000e-01,0.0412
-6.796000e-01,0.042
-6.795000e-01,0.042
-6.794000e-01,0.0436
-6.793000e-01,0.0436
-6.792000e-01,0.042
-6.791000e-01,0.0444
-6.790000e-01,0.0444
-6.789000e-01,0.0444
-6.788000e-01,0.0452
-6.787000e-01,0.046
-6.786000e-01,0.0444
-6.785000e-01,0.0444
-6.784000e-01,0.0452
-6.783000e-01,0.0452
-6.782000e-01,0.0452
-6.781000e-01,0.046
-6.780000e-01,0.046
-6.779000e-01,0.046
-6.778000e-01,0.046
-6.777000e-01,0.0468
-6.776000e-01,0.0476
-6.775000e-01,0.0476
-6.774000e-01,0.0468
-6.773000e-01,0.0476
-6.772000e-01,0.0476
-6.771000e-01,0.0484
-6.770000e-01,0.0476
-6.769000e-01,0.0468
-6.768000e-01,0.0484
-6.767000e-01,0.0484
-6.766000e-01,0.0476
-6.765000e-01,0.0492
-6.764000e-01,0.0492
-6.763000e-01,0.0492
-6.762000e-01,0.0484
-6.761000e-01,0.05
-6.760000e-01,0.0532
-6.759000e-01,0.05
-6.758000e-01,0.0516
-6.757000e-01,0.05
-6.756000e-01,0.0508
-6.755000e-01,0.0516
-6.754000e-01,0.0508
-6.753000e-01,0.0524
-6.752000e-01,0.0516
-6.751000e-01,0.0524
-6.750000e-01,0.054
-6.749000e-01,0.0516
-6.748000e-01,0.0532
-6.747000e-01,0.0532
-6.746000e-01,0.054
-6.745000e-01,0.0548
-6.744000e-01,0.054
-6.743000e-01,0.054
-6.742000e-01,0.0564
-6.741000e-01,0.0556
-6.740000e-01,0.0548
-6.739000e-01,0.0564
-6.738000e-01,0.0548
-6.737000e-01,0.0556
-6.736000e-01,0.0556
-6.735000e-01,0.0556
-6.734000e-01,0.0556
-6.733000e-01,0.0564
-6.732000e-01,0.0556
-6.731000e-01,0.0588
-6.730000e-01,0.0572
-6.729000e-01,0.0572
-6.728000e-01,0.0564
-6.727000e-01,0.0564
-6.726000e-01,0.0564
-6.725000e-01,0.0572
-6.724000e-01,0.0588
-6.723000e-01,0.0564
-6.722000e-01,0.058
-6.721000e-01,0.0564
-6.720000e-01,0.0564
-6.719000e-01,0.058
-6.718000e-01,0.0556
-6.717000e-01,0.058
-6.716000e-01,0.0572
-6.715000e-01,0.0572
-6.714000e-01,0.0572
-6.713000e-01,0.0572
-6.712000e-01,0.0572
-6.711000e-01,0.058
-6.710000e-01,0.0572
-6.709000e-01,0.0572
-6.708000e-01,0.0564
-6.707000e-01,0.0564
-6.706000e-01,0.0564
-6.705000e-01,0.0556
-6.704000e-01,0.0556
-6.703000e-01,0.0572
-6.702000e-01,0.0548
-6.701000e-01,0.054
-6.700000e-01,0.0548
-6.699000e-01,0.054
-6.698000e-01,0.054
-6.697000e-01,0.054
-6.696000e-01,0.0532
-6.695000e-01,0.054
-6.694000e-01,0.054
-6.693000e-01,0.0524
-6.692000e-01,0.0516
-6.691000e-01,0.0508
-6.690000e-01,0.0524
-6.689000e-01,0.0484
-6.688000e-01,0.0492
-6.687000e-01,0.0492
-6.686000e-01,0.0516
-6.685000e-01,0.0492
-6.684000e-01,0.0476
-6.683000e-01,0.0492
-6.682000e-01,0.0468
-6.681000e-01,0.046
-6.680000e-01,0.0444
-6.679000e-01,0.046
-6.678000e-01,0.0452
-6.677000e-01,0.0452
-6.676000e-01,0.0436
-6.675000e-01,0.0436
-6.674000e-01,0.0428
-6.673000e-01,0.0428
-6.672000e-01,0.0404
-6.671000e-01,0.0412
-6.670000e-01,0.0396
-6.669000e-01,0.0404
-6.668000e-01,0.0388
-6.667000e-01,0.0388
-6.666000e-01,0.0364
-6.665000e-01,0.0348
-6.664000e-01,0.0356
-6.663000e-01,0.0348
-6.662000e-01,0.034
-6.661000e-01,0.0324
-6.660000e-01,0.0316
-6.659000e-01,0.0332
-6.658000e-01,0.0316
-6.657000e-01,0.03
-6.656000e-01,0.03
-6.655000e-01,0.0284
-6.654000e-01,0.0252
-6.653000e-01,0.0236
-6.652000e-01,0.0228
-6.651000e-01,0.0188
-6.650000e-01,0.022
-6.649000e-01,0.0204
-6.648000e-01,0.0196
-6.647000e-01,0.0172
-6.646000e-01,0.0164
-6.645000e-01,0.0156
-6.644000e-01,0.0132
-6.643000e-01,0.0116
-6.642000e-01,0.0116
-6.641000e-01,0.0084
-6.640000e-01,0.0084
-6.639000e-01,0.0076
-6.638000e-01,0.0076
-6.637000e-01,0.006
-6.636000e-01,0.0052
-6.635000e-01,0.0036
-6.634000e-01,0.0044
-6.633000e-01,0.0044
-6.632000e-01,0.0044
-6.631000e-01,0.0044
-6.630000e-01,0.0036
-6.629000e-01,0.0052
-6.628000e-01,0.0052
-6.627000e-01,0.0068
-6.626000e-01,0.0084
-6.625000e-01,0.0084
-6.624000e-01,0.0092
-6.623000e-01,0.0116
-6.622000e-01,0.0108
-6.621000e-01,0.0132
-6.620000e-01,0.0148
-6.619000e-01,0.0156
-6.618000e-01,0.0156
-6.617000e-01,0.0188
-6.616000e-01,0.0196
-6.615000e-01,0.0204
-6.614000e-01,0.0212
-6.613000e-01,0.0236
-6.612000e-01,0.0236
-6.611000e-01,0.026
-6.610000e-01,0.026
-6.609000e-01,0.026
-6.608000e-01,0.026
-6.607000e-01,0.0268
-6.606000e-01,0.0268
-6.605000e-01,0.0284
-6.604000e-01,0.03
-6.603000e-01,0.0284
-6.602000e-01,0.0292
-6.601000e-01,0.0268
-6.600000e-01,0.0292
-6.599000e-01,0.03
-6.598000e-01,0.0316
-6.597000e-01,0.0308
-6.596000e-01,0.0308
-6.595000e-01,0.03
-6.594000e-01,0.0308
-6.593000e-01,0.0308
-6.592000e-01,0.0316
-6.591000e-01,0.03
-6.590000e-01,0.0292
-6.589000e-01,0.0284
-6.588000e-01,0.0292
-6.587000e-01,0.0292
-6.586000e-01,0.0284
-6.585000e-01,0.026
-6.584000e-01,0.0284
-6.583000e-01,0.0276
-6.582000e-01,0.026
-6.581000e-01,0.0252
-6.580000e-01,0.0244
-6.579000e-01,0.0228
-6.578000e-01,0.0212
-6.577000e-01,0.0188
-6.576000e-01,0.0204
-6.575000e-01,0.0164
-6.574000e-01,0.0164
-6.573000e-01,0.0156
-6.572000e-01,0.0148
-6.571000e-01,0.0132
-6.570000e-01,0.0108
-6.569000e-01,0.01
-6.568000e-01,0.0084
-6.567000e-01,0.0084
-6.566000e-01,0.006
-6.565000e-01,0.0076
-6.564000e-01,0.006
-6.563000e-01,0.0068
-6.562000e-01,0.006
-6.561000e-01,0.0068
-6.560000e-01,0.0036
-6.559000e-01,0.0076
-6.558000e-01,0.0076
-6.557000e-01,0.0092
-6.556000e-01,0.0116
-6.555000e-01,0.0124
-6.554000e-01,0.0148
-6.553000e-01,0.0164
-6.552000e-01,0.0172
-6.551000e-01,0.0212
-6.550000e-01,0.0204
-6.549000e-01,0.022
-6.548000e-01,0.0236
-6.547000e-01,0.0252
-6.546000e-01,0.0276
-6.545000e-01,0.0292
-6.544000e-01,0.0292
-6.543000e-01,0.0316
-6.542000e-01,0.0316
-6.541000e-01,0.0316
-6.540000e-01,0.0356
-6.539000e-01,0.0348
-6.538000e-01,0.0372
-6.537000e-01,0.038
-6.536000e-01,0.038
-6.535000e-01,0.0404
-6.534000e-01,0.0404
-6.533000e-01,0.0412
-6.532000e-01,0.042
-6.531000e-01,0.0436
-6.530000e-01,0.0436
-6.529000e-01,0.0444
-6.528000e-01,0.046
-6.527000e-01,0.046
-6.526000e-01,0.046
-6.525000e-01,0.0476
-6.524000e-01,0.0484
-6.523000e-01,0.0492
-6.522000e-01,0.0516
-6.521000e-01,0.05
-6.520000e-01,0.0508
-6.519000e-01,0.0516
-6.518000e-01,0.0524
-6.517000e-01,0.0524
-6.516000e-01,0.0524
-6.515000e-01,0.0548
-6.514000e-01,0.0548
-6.513000e-01,0.0532
-6.512000e-01,0.0556
-6.511000e-01,0.0548
-6.510000e-01,0.0556
-6.509000e-01,0.0564
-6.508000e-01,0.0572
-6.507000e-01,0.0564
-6.506000e-01,0.0564
-6.505000e-01,0.058
-6.504000e-01,0.058
-6.503000e-01,0.0564
-6.502000e-01,0.0572
-6.501000e-01,0.058
-6.500000e-01,0.0572
-6.499000e-01,0.0572
-6.498000e-01,0.0596
-6.497000e-01,0.058
-6.496000e-01,0.058
-6.495000e-01,0.0588
-6.494000e-01,0.058
-6.493000e-01,0.058
-6.492000e-01,0.058
-6.491000e-01,0.058
-6.490000e-01,0.0572
-6.489000e-01,0.0588
-6.488000e-01,0.0564
-6.487000e-01,0.058
-6.486000e-01,0.0572
-6.485000e-01,0.0564
-6.484000e-01,0.0548
-6.483000e-01,0.0556
-6.482000e-01,0.0556
-6.481000e-01,0.0564
-6.480000e-01,0.0556
-6.479000e-01,0.0556
-6.478000e-01,0.0556
-6.477000e-01,0.0564
-6.476000e-01,0.0564
-6.475000e-01,0.0556
-6.474000e-01,0.0564
-6.473000e-01,0.0548
-6.472000e-01,0.0556
-6.471000e-01,0.054
-6.470000e-01,0.054
-6.469000e-01,0.0548
-6.468000e-01,0.0556
-6.467000e-01,0.054
-6.466000e-01,0.0524
-6.465000e-01,0.0548
-6.464000e-01,0.054
-6.463000e-01,0.0548
-6.462000e-01,0.0548
-6.461000e-01,0.0548
-6.460000e-01,0.0524
-6.459000e-01,0.054
-6.458000e-01,0.0548
-6.457000e-01,0.0548
-6.456000e-01,0.054
-6.455000e-01,0.054
-6.454000e-01,0.054
-6.453000e-01,0.0532
-6.452000e-01,0.0524
-6.451000e-01,0.0548
-6.450000e-01,0.0532
-6.449000e-01,0.0524
-6.448000e-01,0.0532
-6.447000e-01,0.0532
-6.446000e-01,0.0532
-6.445000e-01,0.054
-6.444000e-01,0.0548
-6.443000e-01,0.0524
-6.442000e-01,0.0524
-6.441000e-01,0.0524
-6.440000e-01,0.0532
-6.439000e-01,0.0524
-6.438000e-01,0.0532
-6.437000e-01,0.0532
-6.436000e-01,0.054
-6.435000e-01,0.0548
-6.434000e-01,0.054
-6.433000e-01,0.0548
-6.432000e-01,0.0532
-6.431000e-01,0.0548
-6.430000e-01,0.054
-6.429000e-01,0.0532
-6.428000e-01,0.0548
-6.427000e-01,0.0548
-6.426000e-01,0.0548
-6.425000e-01,0.054
-6.424000e-01,0.0548
-6.423000e-01,0.0532
-6.422000e-01,0.054
-6.421000e-01,0.054
-6.420000e-01,0.0532
-6.419000e-01,0.054
-6.418000e-01,0.0548
-6.417000e-01,0.0556
-6.416000e-01,0.0532
-6.415000e-01,0.054
-6.414000e-01,0.054
-6.413000e-01,0.0556
-6.412000e-01,0.0548
-6.411000e-01,0.0556
-6.410000e-01,0.0556
-6.409000e-01,0.0548
-6.408000e-01,0.0556
-6.407000e-01,0.0548
-6.406000e-01,0.0572
-6.405000e-01,0.0572
-6.404000e-01,0.0572
-6.403000e-01,0.0572
-6.402000e-01,0.0572
-6.401000e-01,0.058
-6.400000e-01,0.0572
-6.399000e-01,0.058
-6.398000e-01,0.058
-6.397000e-01,0.058
-6.396000e-01,0.058
-6.395000e-01,0.058
-6.394000e-01,0.058
-6.393000e-01,0.058
-6.392000e-01,0.058
-6.391000e-01,0.0572
-6.390000e-01,0.0572
-6.389000e-01,0.058
-6.388000e-01,0.058
-6.387000e-01,0.0588
